protocolo,empreendimento,latitude,longitude,lat_casa_forca,lon_casa_forca,autor,data,obs
199789830,CGH MOINHO,-24.419167,-54.027778,,-54.028412,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Moinho: barramento claramente visível no Arroio Guaçu (reservatório a montante) — confirmado em revisão anterior na mesma coordenada.
25.338.502-2,CGH MOINHO,-24.419167,-54.027778,,-54.028412,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Moinho: barramento claramente visível no Arroio Guaçu (reservatório a montante) — confirmado em revisão anterior na mesma coordenada.
187444756,CGH NINA,-25.532778,-51.815556,-25.536239,-51.820896,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Nina: reservatório + barramento no marcador, casa de força a SW (prédio). Em operação (ANEEL); coord casa de força -25.536239,-51.820896."
136342142,CGH NOGUEIRA,-25.616128,-53.081856,,-53.077736,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Nogueira: mesma coord da PCH Generoso (#1221) — rio/reservatório com estrutura transversal (em operação, ANEEL). Casa de força a pinar."
143302199,CGH NOGUEIRA,-25.616128,-53.081856,,-53.077736,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Nogueira: mesma coord da PCH Generoso (#1221) — rio/reservatório com estrutura transversal (em operação, ANEEL). Casa de força a pinar."
160140666,CGH NOGUEIRA,-25.616128,-53.081856,,-53.077736,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Nogueira: mesma coord da PCH Generoso (#1221) — rio/reservatório com estrutura transversal (em operação, ANEEL). Casa de força a pinar."
165107233,CGH NOGUEIRA,-25.616128,-53.081856,,-53.077736,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Nogueira: mesma coord da PCH Generoso (#1221) — rio/reservatório com estrutura transversal (em operação, ANEEL). Casa de força a pinar."
181449462,CGH NOGUEIRA,-25.616128,-53.081856,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Nogueira: mesma coord da PCH Generoso (#1221) — rio/reservatório com estrutura transversal (em operação, ANEEL). Casa de força a pinar."
181365064,CGH NOVA GERAÇÃO,-24.733056,-53.892778,-24.736343,-53.845512,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Nova Geração: estrutura/barramento no estreitamento do rio a NW do marcador, água turva. Em operação (ANEEL); coord casa de força original malformada."
185541738,CGH NOVA GERAÇÃO,-24.733056,-53.892778,-24.736343,-53.845512,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Nova Geração: estrutura/barramento no estreitamento do rio a NW do marcador, água turva. Em operação (ANEEL); coord casa de força original malformada."
50379337,CGH OURO BRANCO,-23.995305,-52.232389,,-52.232562,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Ouro Branco: barramento pequeno visível no marcador (coord ANEEL, em operação); CGH a fio d'água. Casa de força a pinar."
134664584,CGH OURO BRANCO,-23.995305,-52.232389,,-52.232562,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Ouro Branco: barramento pequeno visível no marcador (coord ANEEL, em operação); CGH a fio d'água. Casa de força a pinar."
157742850,CGH OURO BRANCO,-23.995305,-52.232389,,-52.232562,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Ouro Branco: barramento pequeno visível no marcador (coord ANEEL, em operação); CGH a fio d'água. Casa de força a pinar."
230978549,CGH OURO BRANCO,-23.995305,-52.232389,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Ouro Branco: barramento pequeno visível no marcador (coord ANEEL, em operação); CGH a fio d'água. Casa de força a pinar."
88358589,CGH PAINA II,-24.889184,-49.591559,-24.890848,-49.587401,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Paina II: reservatório + vertedouro (água branca a jusante) no marcador. Em operação (ANEEL); casa de força ~450 m E (coord -24.890848,-49.587401)."
78539445,CGH PAINA II,-24.889184,-49.591559,-24.890848,-49.587401,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Paina II: reservatório + vertedouro (água branca a jusante) no marcador. Em operação (ANEEL); casa de força ~450 m E (coord -24.890848,-49.587401)."
134350032,CGH PAINA II,-24.889184,-49.591559,-24.890848,-49.587401,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Paina II: reservatório + vertedouro (água branca a jusante) no marcador. Em operação (ANEEL); casa de força ~450 m E (coord -24.890848,-49.587401)."
166801044,CGH PAINA II,-24.889184,-49.591559,-24.890848,-49.587401,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Paina II: reservatório + vertedouro (água branca a jusante) no marcador. Em operação (ANEEL); casa de força ~450 m E (coord -24.890848,-49.587401)."
120374672,CGH PARQUE,-25.442778,-51.457778,,-51.455007,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Parque: mesma coord da PCH Taguá (#1457) — estrutura/complexo junto ao rio (em operação, ANEEL)."
140970832,CGH PARQUE,-25.442778,-51.457778,,-51.455007,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Parque: mesma coord da PCH Taguá (#1457) — estrutura/complexo junto ao rio (em operação, ANEEL)."
149881395,CGH PARQUE,-25.442778,-51.457778,,-51.455007,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Parque: mesma coord da PCH Taguá (#1457) — estrutura/complexo junto ao rio (em operação, ANEEL)."
185664910,CGH PARQUE,-25.442778,-51.457778,?,?,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Parque: mesma coord da PCH Taguá (#1457) — estrutura/complexo junto ao rio (em operação, ANEEL)."
146739075,CGH PINHO FLECK,-26.244706,-52.438036,,-52.438006,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Pinho Fleck: barramento/vertedouro no rio no marcador (água turbulenta) + grande complexo industrial a NW. Em operação (ANEEL).
189114087,CGH PINHO FLECK,-26.244706,-52.438036,?,?,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Pinho Fleck: barramento/vertedouro no rio no marcador (água turbulenta) + grande complexo industrial a NW. Em operação (ANEEL).
120850547,CGH PIQUIRI,-24.997787,-51.834856,,-51.834829,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Piquiri: barramento no Rio Piquiri no marcador + complexo industrial/casa de força a oeste, água turva (reservatório). Em operação (ANEEL)."
204610762,CGH PIQUIRI,-24.997787,-51.834856,,-51.834829,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Piquiri: barramento no Rio Piquiri no marcador + complexo industrial/casa de força a oeste, água turva (reservatório). Em operação (ANEEL)."
72678583,CGH RIO DAS MORTES,-25.348959,-51.419458,,-51.419458,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Rio das Mortes: complexo industrial/edificações no marcador (CGH associada à indústria). Em operação (ANEEL); barragem/rio no vale adjacente — eixo/casa a confirmar.
130265936,CGH RIO DAS MORTES,-25.348959,-51.419458,,-51.419458,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Rio das Mortes: complexo industrial/edificações no marcador (CGH associada à indústria). Em operação (ANEEL); barragem/rio no vale adjacente — eixo/casa a confirmar.
150960517,CGH RIO DAS MORTES,-25.348959,-51.419458,,-51.419458,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Rio das Mortes: complexo industrial/edificações no marcador (CGH associada à indústria). Em operação (ANEEL); barragem/rio no vale adjacente — eixo/casa a confirmar.
188694950,CGH RIO DAS MORTES,-25.348959,-51.419458,?,?,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Rio das Mortes: complexo industrial/edificações no marcador (CGH associada à indústria). Em operação (ANEEL); barragem/rio no vale adjacente — eixo/casa a confirmar.
49471467,CGH RIO DOS PATOS,-25.176667,-50.940278,,-50.940826,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Rio dos Patos: barramento/complexo edificado no Rio dos Patos no marcador. Em operação (ANEEL).
93837347,CGH RIO DOS PATOS,-25.176667,-50.940278,,-50.940826,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Rio dos Patos: barramento/complexo edificado no Rio dos Patos no marcador. Em operação (ANEEL).
78685654,CGH RIO DOS PATOS,-25.176667,-50.940278,,-50.940826,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Rio dos Patos: barramento/complexo edificado no Rio dos Patos no marcador. Em operação (ANEEL).
45160025,CGH SALTO BANDEIRANTE,-22.986425,-51.824375,,-51.823123,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Bandeirante: mesma coord da PCH Bandeirantes do Norte (#1041) — pequeno reservatório/barramento (em operação, ANEEL)."
77025197,CGH SALTO BANDEIRANTE,-22.986425,-51.824375,,-51.823123,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Bandeirante: mesma coord da PCH Bandeirantes do Norte (#1041) — pequeno reservatório/barramento (em operação, ANEEL)."
141870998,CGH SALTO BANDEIRANTE,-22.986425,-51.824375,,-51.823123,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Bandeirante: mesma coord da PCH Bandeirantes do Norte (#1041) — pequeno reservatório/barramento (em operação, ANEEL)."
142543885,CGH SALTO BANDEIRANTE,-22.986425,-51.824375,,-51.823123,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Bandeirante: mesma coord da PCH Bandeirantes do Norte (#1041) — pequeno reservatório/barramento (em operação, ANEEL)."
166051754,CGH SALTO BANDEIRANTE,-22.986425,-51.824375,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Bandeirante: mesma coord da PCH Bandeirantes do Norte (#1041) — pequeno reservatório/barramento (em operação, ANEEL)."
160438045,CGH SALTO CLAUDELINO,-26.280833,-52.297222,,-52.295636,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Salto Claudelino: mesma coord do CGH Fênix (#336) — barramento/salto no Rio Chopim (em operação, ANEEL)."
244731953,CGH SALTO CLAUDELINO,-26.280833,-52.297222,,-52.295636,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Salto Claudelino: mesma coord do CGH Fênix (#336) — barramento/salto no Rio Chopim (em operação, ANEEL)."
49470851,CGH SALTO DO VAU,-26.034652,-51.189667,,-51.189166,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto do Vau: barramento/pequeno reservatório no rio junto ao marcador, pequena edificação. Em operação (ANEEL)."
88346882,CGH SALTO DO VAU,-26.034652,-51.189667,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto do Vau: barramento/pequeno reservatório no rio junto ao marcador, pequena edificação. Em operação (ANEEL)."
72690885,CGH SALTO DO VAU,-26.034652,-51.189667,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto do Vau: barramento/pequeno reservatório no rio junto ao marcador, pequena edificação. Em operação (ANEEL)."
119811198,CGH SALTO DO VAU,-26.034652,-51.189667,,-51.200004,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto do Vau: barramento/pequeno reservatório no rio junto ao marcador, pequena edificação. Em operação (ANEEL)."
239436552,CGH SALTO DO VAU,-26.034652,-51.189667,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto do Vau: barramento/pequeno reservatório no rio junto ao marcador, pequena edificação. Em operação (ANEEL)."
143707881,CGH SALTO ESTRELA,-26.366944,-52.008333,,-52.008592,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Estrela: pequeno reservatório/barramento + complexo industrial no marcador (autoprodução, em operação, ANEEL); casa de força adjacente (~120 m)."
182569712,CGH SALTO ESTRELA,-26.366944,-52.008333,-26.367826,-52.008749,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Estrela: pequeno reservatório/barramento + complexo industrial no marcador (autoprodução, em operação, ANEEL); casa de força adjacente (~120 m)."
97641048,CGH SALTO ESTRELA,-26.366944,-52.008333,,-52.008592,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Estrela: pequeno reservatório/barramento + complexo industrial no marcador (autoprodução, em operação, ANEEL); casa de força adjacente (~120 m)."
189214146,CGH SALTO ESTRELA,-26.366944,-52.008333,?,?,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Estrela: pequeno reservatório/barramento + complexo industrial no marcador (autoprodução, em operação, ANEEL); casa de força adjacente (~120 m)."
196773398,CGH SALTO ESTRELA,-26.366944,-52.008333,?,?,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Salto Estrela: pequeno reservatório/barramento + complexo industrial no marcador (autoprodução, em operação, ANEEL); casa de força adjacente (~120 m)."
154788395,CGH SALTO SÃO PEDRO,-25.662778,-51.965833,,-51.965494,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Salto São Pedro: etiqueta GEP 'CGH Salto São Pedro' confirmada (reservatório + casa de força, Rio Jordão) — confirmado em revisão anterior na mesma coordenada."
50369935,CGH SALTO SÃO PEDRO,-25.662778,-51.965833,,-51.965494,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Salto São Pedro: etiqueta GEP 'CGH Salto São Pedro' confirmada (reservatório + casa de força, Rio Jordão) — confirmado em revisão anterior na mesma coordenada."
72732812,CGH SALTO SÃO PEDRO,-25.662778,-51.965833,,-51.965494,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Salto São Pedro: etiqueta GEP 'CGH Salto São Pedro' confirmada (reservatório + casa de força, Rio Jordão) — confirmado em revisão anterior na mesma coordenada."
25.876.657-1,CGH SALTO SÃO PEDRO,-25.662778,-51.965833,,-51.965494,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH Salto São Pedro: etiqueta GEP 'CGH Salto São Pedro' confirmada (reservatório + casa de força, Rio Jordão) — confirmado em revisão anterior na mesma coordenada."
50369951,CGH SANTA CLARA,-25.645618,-51.956881,-25.666829,-51.967235,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Validado | Grau: Alto | Fase: Em operação — Dois pontos confirmados: barragem (estrutura de concreto cruzando o Rio Jordão, marcador no coroamento, etiqueta 'PCH Santa Clara') e casa de força ~2,5 km a jusante (etiqueta GEP 'Usina Hidrelétrica de Santa Clara'). Exemplo de casa de força deslocada da barragem."
50369960,CGH SANTA CLARA,-25.645618,-51.956881,-25.666829,-51.967235,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Validado | Grau: Alto | Fase: Em operação — Dois pontos confirmados: barragem (estrutura de concreto cruzando o Rio Jordão, marcador no coroamento, etiqueta 'PCH Santa Clara') e casa de força ~2,5 km a jusante (etiqueta GEP 'Usina Hidrelétrica de Santa Clara'). Exemplo de casa de força deslocada da barragem."
53300391,CGH SANTA CLARA,-25.645618,-51.956881,-25.666829,-51.967235,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Validado | Grau: Alto | Fase: Em operação — Dois pontos confirmados: barragem (estrutura de concreto cruzando o Rio Jordão, marcador no coroamento, etiqueta 'PCH Santa Clara') e casa de força ~2,5 km a jusante (etiqueta GEP 'Usina Hidrelétrica de Santa Clara'). Exemplo de casa de força deslocada da barragem."
53300405,CGH SANTA CLARA,-25.645618,-51.956881,-25.666829,-51.967235,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Validado | Grau: Alto | Fase: Em operação — Dois pontos confirmados: barragem (estrutura de concreto cruzando o Rio Jordão, marcador no coroamento, etiqueta 'PCH Santa Clara') e casa de força ~2,5 km a jusante (etiqueta GEP 'Usina Hidrelétrica de Santa Clara'). Exemplo de casa de força deslocada da barragem."
74803458,CGH SANTA CLARA,-25.645618,-51.956881,-25.666829,-51.967235,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Validado | Grau: Alto | Fase: Em operação — Dois pontos confirmados: barragem (estrutura de concreto cruzando o Rio Jordão, marcador no coroamento, etiqueta 'PCH Santa Clara') e casa de força ~2,5 km a jusante (etiqueta GEP 'Usina Hidrelétrica de Santa Clara'). Exemplo de casa de força deslocada da barragem."
79370070,CGH SANTA CLARA,-25.645618,-51.956881,-25.666829,-51.967235,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Validado | Grau: Alto | Fase: Em operação — Dois pontos confirmados: barragem (estrutura de concreto cruzando o Rio Jordão, marcador no coroamento, etiqueta 'PCH Santa Clara') e casa de força ~2,5 km a jusante (etiqueta GEP 'Usina Hidrelétrica de Santa Clara'). Exemplo de casa de força deslocada da barragem."
176283742,CGH SANTA CLARA,-25.645618,-51.956881,-25.666829,-51.967235,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Validado | Grau: Alto | Fase: Em operação — Dois pontos confirmados: barragem (estrutura de concreto cruzando o Rio Jordão, marcador no coroamento, etiqueta 'PCH Santa Clara') e casa de força ~2,5 km a jusante (etiqueta GEP 'Usina Hidrelétrica de Santa Clara'). Exemplo de casa de força deslocada da barragem."
88367260,CGH SANTA PAULA,-25.442778,-51.457778,,-51.465544,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santa Paula: pequeno reservatório + edificação no marcador (Rio Jordão). Em operação (ANEEL); casa de força = edificação adjacente.
143381935,CGH SANTA PAULA,-25.442778,-51.457778,,-51.465544,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santa Paula: pequeno reservatório + edificação no marcador (Rio Jordão). Em operação (ANEEL); casa de força = edificação adjacente.
175635742,CGH SANTA PAULA,-25.442778,-51.457778,,,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santa Paula: pequeno reservatório + edificação no marcador (Rio Jordão). Em operação (ANEEL); casa de força = edificação adjacente.
185677249,CGH SANTA PAULA,-25.442778,-51.457778,,,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santa Paula: pequeno reservatório + edificação no marcador (Rio Jordão). Em operação (ANEEL); casa de força = edificação adjacente.
51322533,CGH SANTANA,-26.039233,-52.932758,,-52.93279,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santana: mesma coord do PCH Jacaré (#1247) — reservatório/barramento no complexo industrial (em operação, ANEEL)."
52272009,CGH SANTANA,-26.039233,-52.932758,,-52.93279,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santana: mesma coord do PCH Jacaré (#1247) — reservatório/barramento no complexo industrial (em operação, ANEEL)."
83673249,CGH SANTANA,-26.039233,-52.932758,,-52.93279,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santana: mesma coord do PCH Jacaré (#1247) — reservatório/barramento no complexo industrial (em operação, ANEEL)."
72719450,CGH SANTANA,-26.039233,-52.932758,,-52.93279,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santana: mesma coord do PCH Jacaré (#1247) — reservatório/barramento no complexo industrial (em operação, ANEEL)."
118636953,CGH SANTANA,-26.039233,-52.932758,,-52.93279,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH Santana: mesma coord do PCH Jacaré (#1247) — reservatório/barramento no complexo industrial (em operação, ANEEL)."
141551116,CGH SÃO BENTO,-26.428217,-51.54115,,-51.542639,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH São Bento: edificações + reservatório a SW no marcador, estradas convergindo (complexo construído). Em operação (ANEEL)."
182496650,CGH SÃO BENTO,-26.428217,-51.54115,-26.428567,-117.54101,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH São Bento: edificações + reservatório a SW no marcador, estradas convergindo (complexo construído). Em operação (ANEEL)."
211884118,CGH SÃO BENTO,-26.428217,-51.54115,-26.428567,-117.54101,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH São Bento: edificações + reservatório a SW no marcador, estradas convergindo (complexo construído). Em operação (ANEEL)."
132200629,CGH SÃO FRANCISCO,-24.774234,-53.726481,-24.77701,-53.73237,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH São Francisco: parte do complexo PCH São Francisco (#1424, 'Lago da PCH'); em operação (ANEEL)."
165184939,CGH SÃO FRANCISCO,-24.774234,-53.726481,-24.77701,-53.73237,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH São Francisco: parte do complexo PCH São Francisco (#1424, 'Lago da PCH'); em operação (ANEEL)."
178925997,CGH SÃO FRANCISCO,-24.774234,-53.726481,-24.77701,-53.73237,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH São Francisco: parte do complexo PCH São Francisco (#1424, 'Lago da PCH'); em operação (ANEEL)."
202893015,CGH SÃO FRANCISCO,-24.774234,-53.726481,-24.77701,-53.73237,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH São Francisco: parte do complexo PCH São Francisco (#1424, 'Lago da PCH'); em operação (ANEEL)."
79061417,CGH SÃO FRANCISCO DE SALES,-26.244706,-52.438036,,-52.453877,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.
79851973,CGH SÃO FRANCISCO DE SALES,-26.244706,-52.438036,,-52.453877,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.
158192462,CGH SÃO FRANCISCO DE SALES,-26.244706,-52.438036,,-52.453877,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.
188429866,CGH SÃO FRANCISCO DE SALES,-26.244706,-52.438036,,,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.
199731351,CGH SÃO FRANCISCO DE SALES,-26.244706,-52.438036,,,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.
244732550,CGH SÃO FRANCISCO DE SALES,-26.244706,-52.438036,,-52.453877,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.
